"","","","","","Ministry of Disaster Managemet","","","","","",""
"","","","","South-West monsoon 2018 - Situation Report Summary","","","","","","",""
"","Disaster management Center (DMC)","","","","","","","","","",""
"","","","","","","","","","","","National Disaster Relief Service Center, NDRSC"
"","","","","","","31st May 2018 - 1200hrs","","","","",""
"","","","","","","","","නිවාස හානි","","",""
"පරිපාලන ප්‍රදේශය","","","","","","","","","","",""
"","","","","","","","","Nrjkile;j","","",""
"நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","","","","ආරක්ෂිත ස්ථාන ghJfhg;ghd miktplk;"
"","","","","","","","","tPLfs;","දවනත් හානි வவ​று Other Damages","",""
"Administrative","","","ghjpf;fg;gl;l Affected","","","අතුරුදහ","","","","","Safe Location"
"","","","","","","","Houses","","","",""
"purview","","","","","","න්වූ","","","","",""
"","","","","","","","Damaged","","","",""
"","","","","","තුවාලවු","පුේගලයි","","","","",""
"","","ආරම්භක දිනය","","","පුේගලයින්","න්","","","","",""
"","ආපදාව","","","මිය යෑම්","","","","","","",""
"","","mdu;j;jk; Muk;gpj;j","","","fhakile;","fhzhk","","","","",""
"","","","","","","","","","","ඉතා වැදගත් යටිතල",""
"p","mdHj;jk;","","","kuzq;fs;","","","","","","",""
"","","jpfjp       Date of","","","NjhH","y;","","","කුඩා හා මධය පරිමාණ","",""
"","Disaster","","පවුල්","Deaths","","","","අර්ධ","","පහසුකම් වලට වූ",""
"","","commenced","","","Injured","NghNdh","පූර්ණ","","වයාපාරික ස්ථාන  rpW","","ආරක්ෂිත"
"","","","පුේගලයින් 
සංඛ්‍යාව","","","","","හානි","","හානි mbg;gilf;","පවුල් සංඛ්‍යාව 
පුේගලයින්"
"දිස්ත්‍රික්කය","","","","","Persons","H","හානි","","kw;Wk; kj;jpa","","ස්ථාන  සංඛ්‍යාව"
"","","","FLk;gq;f
egHfs;","","","","","gFjp","","fl;likg;Gf;fs;","FLk;gq;fs; 
egHfs; 
Description"
"khtl;lk;  District","","","","","","Missing","KO","","Kaw;rpfs; Small,","","vz;zpf;if"
"","","","s; 
Persons","","","","","Partiall","","Damages to","Families
Persons"
"","","","","","","Persons","Fully","","Medium, Enterprises","","Nos"
"","","","Families","","","","","y","","critical",""
"","","","","","","","","","Damages","",""
"","","","","","","","","","","Infastructure",""
