"Colombo","","","","","","","","","","","","","","","","",""
"Nky;","","","","","","","","","","","","","","","","",""
"khfhzk","","","","","","","","","","","","","","","","",""
"දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","1","2","","0","0","0","0","1","","0","0","","0","0","0",""
"බස්නොහිර පලොත","","","","","","","","","","","","","","","","",""
"පළොත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","","1","2","","0","0","0","0","1","","0","0","","0","0","0",""
"ගොල්ල","","","","","","","","","","","","","","","","",""
"5
Kadawath Sathara
Heavy Rain
fhyp","2021.04.30","1","6","","","","","","1","","","","","","","",""
"දකුනු පලොත","","","","","","","","","","","","","","","","",""
"Galle
njd;","","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","1","6","","0","0","0","0","1","","0","0","","0","0","0",""
"Southern","","","","","","","","","","","","","","","","",""
"පළොත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","","1","6","","0","0","0","0","1","","0","0","","0","0","0",""
