"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","","fLk; kio Heavy","","","","","","","","","","","","","",""
"","","","Rain","","","","","","","","","","","","","",""
"","","Udadumbara","","2018.05.30","12","37","","","","","12","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","441","1913","0","7","0","7","187","2","1","1","9","45",""
"","","","","","","","","","","","","","","","","","Safe location Udarelle"
"","","Nuwaraeliya","","2018.05.21/31","155","719","","","","6","79","","","1","3","17",""
"","","","","","","","","","","","","","","","","","Line Houses"
"","","Ambagamuwa","","2018.05.21/29","111","476","","","","","26","","","","","",""
"","","","නායයෑම් අවදානම","","","","","","","","","","","","","",""
"","නුවරඑලිය/Etnuyp","","/ඉවුරු කඩා වැටීම","","","","","","","","","","","","","","Safe Location -"
"5","ah/ Nuwara","","kz;rhpT/","","","","","","","","","","","","","","Uidakotasa Community"
"","","","Landslide Risk","","","","","","","","","","","","","","Hall / Ramboda Hindu"
"","Eliya/ /","Kotmale","","","204","739","","","","1","43","","","4","149","478",""
"","","","","","","","","","","","","","","","","","School / Masswela"
"","","","Cutting Failure","2018.05. 21/29","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Gemunu Maha Vidyalaya /"
"","","","","","","","","","","","","","","","","","Dakunumeda kubura hall"
"","","","","","","","","","","","","","","","","","One person deid due to"
"මධ්‍යම","","Walapnae","","","76","306","1","","","1","57","","","","","",""
"","","","","","","","","","","","","","","","","","Drowning"
"පලාත/","","Haguranketha","","2018.05.21/29","40","173","","","","","40","","","","","",""
"kj;jpa","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","586","2413","1","0","0","8","245","0","0","5","152","495",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","Ukuwela","","","6","25","","","","","6","","","","","",""
"Central","","","","","","","","","","","","","","","","",""
"","","Abangagakorale","","","17","63","","","","","17","","","","","",""
"","","Yatawatta","","","3","15","","","","","3","","","","","",""
"","","Rattota","","","8","26","","","","","8","","","","","",""
"","","Dambulla","දැඩි වර්ෂාව","","4","14","","","","","3","","","","","",""
"","මාතමල්","","","","","","","","","","","","","","","",""
"6","","Naula","fLk; kio Heavy","2018.05.21","6","28","","","","","6","","","","","",""
"","khj;jis Matale","","","","","","","","","","","","","","","",""
"","","Wilgamuwa","Rain","","8","30","","","","","8","","","","","",""
"","","Pallepola","","","6","20","","","","","6","","","","","",""
"","","Galewala","","","7","20","","","","","5","1","","","","",""
"","","Matale","","","3","12","","","","","3","","","","","",""
"","","Luggala Pallegama","","","4","16","","","","","4","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","72","269","0","0","0","0","69","1","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","1099","4595","1","7","0","15","501","3","1","6","161","540",""
"","","Ella","","","1","5","","","","","1","","","","","",""
"","","Haliela","","","18","56","","","","","18","","","","","",""
"","","Pasara","","","5","12","","","","","5","","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","one person deid due"
"","","Welimada","fLk; kio Heavy","","111","422","1","3","","","105","1","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","බදුල්ල","","Rain / දැඩි සුලග","2018.05.20 /","","","","","","","","","","","","",""
"7","","Haldamulla","","","24","91","","","","","24","","","","","",""
"","gJs;is Badulla","","fLk; fhw;W  High","2018.05.30","","","","","","","","","","","","",""
"","","Bandarawela","","","15","63","","1","","","15","","","","","",""
"","","","Wind / අකුණුගැසීම","","","","","","","","","","","","","",""
"","","Uwa Paranagama","","","101","412","","","","","97","","","","","",""
"","","","kpd;dy;/ Lightning","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","one person deid due"
"","","Badulla","","","6","20","1","","","","6","","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","","","","","","","","","","","","","","","Two persons deid due"
"","","Soranatota","","","7","24","2","","","","7","","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","288","1105","4","4","0","0","278","1","0","0","0","0",""
"ඌව/Cth","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","One person deid due"
"khfhzk;/","","Badalkumbura","fLk; kio Heavy","2018.05.19","1","3","1","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"Uva","","","Rain","","","","","","","","","","","","","",""
"","","Buttala","","","1","5","","","","","1","","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","","",""
"","","Monaragala","","","3","14","","","","","3","","","","","",""
"","මමොනරාගල","","fLk; kio Heavy","","","","","","","","","","","","","",""
