"","Kalthota","2023.08.11","328","936","","","","","","","","","","","","Water"
"","රත්නපුර","due to prevailing dry","","","","","","","","","","","","","",""
"","Kolonna","2023.08.14","516","1979","","","","","","","","","","","",""
"","","weather condition","","","","","","","","","","","","","",""
"1
,uj;jpdGhp","","","","","","","","","","","","","","","",""
"","Balangoda","2023.08.14","1648","7113","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","","","","","",""
"","Embilipitiya","2023.08.16","4351","20616","","","","","","","","","","","",""
"","Openayaka","2023.08.19","1780","5869","","","","","","","","","","","",""
"","Nivithigala
Fire in a House","2023.08.24","1","1","","","","","1","","","","","","",""
"සබරෙමුව පලාත","","","","","","","","","","","","","","","",""
"","Balangoda
High Wind","2023.08.24","1","3","","","","1","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","12336","49697","0","0","0","1","1","","0","","0","0","0","0"
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","Kegalle","2023.08.21","260","920","","","","","","","","","","","",""
"","Mawanelle","2023.08.22","908","3570","","","","","","","","","","","",""
"","","Drinking water scarcity","","","","","","","","","","","","","",""
"කෑෙල්ල","Deraniyagala","due to prevailing dry 
2023.08.23","20","78","","","","","","","","","","","",""
"2","","weather condition","","","","","","","","","","","","","",""
"","Nffhiy  Kegalle
Warkapola","2023.08.23","70","280","","","","","","","","","","","",""
"","Ruwanwella","2023.08.23","110","550","","","","","","","","","","","",""
"","Rambukkana
Fire in a House","2023.08.23","1","1","","","","","1","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1369","5399","0","0","0","0","0","","0","","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","13705","55096","0","0","0","1","1","","0","","0","0","0","0"
"","Seruwila","","1323","4452","","","","","","","","","","","",""
"ත්‍රීකුණාමලය","","Drinking water scarcity","","","","","","","","","","","","","",""
"","Kuchchaveli","","987","3219","","","","","","","","","","","",""
"jp.kiy 
3","","due to prevailing dry 
2023.08.01","","","","","","","","","","","","","",""
"Trincomalee","","weather condition","","","","","","","","","","","","","",""
"","Gomarankadawela","","50","195","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","2360","7866","0","0","0","0","0","","0","","0","0","0","0"
"","Porativu Pattu","","1438","4341","","","","","","","","","","","",""
"","Eravur pattu","","2561","8805","","","","","","","","","","","",""
"මඩකලපුව","","Drinking water scarcity","","","","","","","","","","","","","",""
"","Koralaipattu","","2161","6856","","","","","","","","","","","",""
"4
kl;lf;fsg;G","","due to prevailing dry 
2023.08.11","","","","","","","","","","","","","",""
"","Manmunai south west","","853","2681","","","","","","","","","","","",""
"Batticaloa","","weather condition","","","","","","","","","","","","","",""
"","Manmunai west","","1729","6300","","","","","","","","","","","",""
"නැගෙනහිර පලාත","","","","","","","","","","","","","","","",""
"","Koralaipattu west","","150","525","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","8892","29508","0","0","0","0","0","","0","","0","0","0","0"
"Eastern Province","","","","","","","","","","","","","","","",""
"","Addalachanai","","987","3100","","","","","","","","","","","",""
"","Alayadiwembu","","1221","4000","","","","","","","","","","","",""
"අම්පාර","lahugala","Drinking water scarcity","169","606","","","","","","","","","","","",""
"mk;ghiw  
5","Mahaoya","due to prevailing dry 
2023.08.11","649","2192","","","","","","","","","","","",""
"Ampara","","weather condition","","","","","","","","","","","","","",""
"","Potuvul","","2639","8926","","","","","","","","","","","",""
"","Thirukkovil","","432","1408","","","","","","","","","","","",""
"","Padiyathalawa","","1642","5659","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","7739","25891","0","0","0","0","0","","0","","0","0","0","0"
