"Eastern","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","2","6","0","0","0","0","2","0","0","0","0",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","2","6","0","0","0","0","2","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","4947","17119","8","20","0","28","5022","108","30","4","39","161"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","…..............................................","","","","","","","","",""
"","","","","Hiran Thilakarathna","","","","","","","","",""
"","","","","Deputy Director/ Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
