"","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","","තුවාලවු","අතුරුදහ","","","","","","",""
"","","","","","","","","","Damaged","","","","","",""
"","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","",""
"","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","කුඩා හා මධය","","","",""
"","","ආපදාව","","","","","","","","","","","","","ලවනත් කරුණු"
"පළාත khfhzk;","","","","","","kuzq;f","fhakil","fhzhky;","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","",""
"#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","NtW Fwpg;Gf;fs;"
"","","","","","","s;","e;NjhH","NghNdhH","","","","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","පවුේ",""
"Province","","","","","","","","","පූර්ණ","ස්ත්‍","රථාන சிறிய,","","","","Remarks"
"","ප්‍රා.ලේ. ලකා","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","","","","","","හානි","","நிறுவனங்களின்","","","",""
"","","","commenced","","","","Injured","Missing","","gFjpasT","","fl;likg;Gf;fs;","vz;zpf;i","","egHfs;"
"","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","","","","","FLk;gq;f",""
"","மாவட்டம் District","","","","","","People","People","KOik","","சேதங்கள்; Small,","","","",""
"","","","","Families","People","","","","","Partially","","Damages to","f   No.","s;","Persons"
"","Division","","","","","","","","Fully","","","","","",""
"","","","","","","","","","","","Medium,","critical","of Safety","Families",""
"","","","","","","","","","","","Enterprises","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","","",""
"","නුවරඑලිය","","","","","","","","","","","","","",""
"1","Maskeliya
Etnuypah","Fire at Line houses","2025.01.17","7","33","","","","","8","","","2","7","33"
"මධ්‍යම පලාත","","","","","","","","","","","","","","",""
"","Nuwara Eliya","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","",""
"Central","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","7","33","0","0","0","0","8","0","0","2","7","33"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","7","33","0","0","0","0","8","0","0","2","7","33"
"","Badulla","Heavy Rain","2025.01.14-21","48","196","","","","","14","","","","",""
"","Hali Ela","High Wind / Rain","2025.01.16-19","12","39","1","","","","8","","","1","4","14 Death reported due to"
"","","","","","","","","","","","","","","","tree fallen"
"","Uva Paranagama","Heavy Rain","2025.01.14-21","15","57","","","","","12","","","","",""
"","Meegahakiwula","High Wind / Rain","2025.01.18/19","3","11","","","","","3","","","","",""
"","Mahiyanganaya","High Wind / Rain","2025.01.16-19","59","210","","","","","8","","","","",""
"","Kandaketiya","Heavy Rain","2025.01.14-21","15","43","","","","","14","","","","",""
"","Ella","Cutting Faliure / Rain","2025.02.17-20","5","17","","","","","5","","","","",""
"","බදුල්ල","","","","","","","","","","","","","",""
"2","gJs;is   
Lunugala","Heavy Rain","2025.01.12-19","6","19","","","","","7","","","","",""
"ඌව","","","","","","","","","","","","","","",""
"","Badulla","","","","","","","","","","","","","",""
"Cth khfhzk;","Soranatota","Heavy Rain","2025.01.16-20","5","19","","","","","5","","","","",""
"Uva","","","","","","","","","","","","","","",""
"","Hadunmulla","High Wind","2025.01.17-22","14","46","","","","","14","","","","",""
"","Rideemaliyadda","Heavy Rain","2025.01.13-15","4","11","","","","","4","","","","",""
"","Passara","Cutting Faliure / Rain","2025.01.16-21","16","63","","","","","8","","","","",""
"","Welimada","High Wind / Rain","2025.01.12-15","8","31","","","","","8","","","","",""
"","Haputale","Heavy Rain","2025.01.19","1","4","","","","","1","","","","",""
"","Bandarawela","Cutting Faliure / Rain","2025.01.08-19","7","23","","","","","6","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","218","789","1","0","0","0","117","0","0","1","4","14"
