"","රත්නපුර","Godakawela","Drinking water scarcity","2023.08.11","715","2710","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Providing Drinking"
"","1
,uj;jpdGhp","Kalthota","due to prevailing dry","2023.08.11","328","936","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Water"
"ස්ත්‍බරගමුව පලාත","Rathnapura","","weather condition","","","","","","","","","","","","","","",""
"","","Kolonna","","2023.08.14","516","1979","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","","Balangoda","","2023.08.14","1573","6883","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","","Embilipitiya","","2023.08.16","4351","20616","","","","","","","","","","","",""
"","","Openayaka","","203.08.19","1722","5694","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","12201","49288","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","12201","49288","0","0","0","0","0","","0","","0","0","0","0"
"","","Seruwila","Drinking water scarcity","","1323","4452","","","","","","","","","","","",""
"","ත්‍රීකුණාමලය","","","","","","","","","","","","","","","","",""
"","","Kuchchaveli","due to prevailing dry","2023.08.01","987","3219","","","","","","","","","","","",""
"","jp.kiy 
2","","","","","","","","","","","","","","","","",""
"","","","weather condition","","","","","","","","","","","","","","",""
"","","Gomarankadawela","","","50","195","","","","","","","","","","","",""
"","Trincomalee","","","","","","","","","","","","","","","","",""
"","","Kanthale","High wind","2023.08.18","1","4","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2361","7870","0","0","0","0","1","","0","","0","0","0","0"
"","","Porativu Pattu","","","1438","4341","","","","","","","","","","","",""
"","","Eravur pattu","","","2561","8805","","","","","","","","","","","",""
"","මඩකලපුව","","Drinking water scarcity","","","","","","","","","","","","","","",""
"","","Koralaipattu","","","2161","6856","","","","","","","","","","","",""
"","3
kl;lf;fsg;G","","due to prevailing dry","2023.08.11","","","","","","","","","","","","","",""
"","","Manmunai south west","","","853","2681","","","","","","","","","","","",""
"","Batticaloa","","weather condition","","","","","","","","","","","","","","",""
"","","Manmunai west","","","1729","6300","","","","","","","","","","","",""
"නැගගනහිර පලාත","","","","","","","","","","","","","","","","","",""
"","","Koralaipattu west","","","150","525","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","",""
"Eastern Province","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","8892","29508","0","0","0","0","0","","0","","0","0","0","0"
"","","Addalachanai","","","987","3100","","","","","","","","","","","",""
"","","Alayadiwembu","","","1221","4000","","","","","","","","","","","",""
"","අම්පාර","lahugala","Drinking water scarcity","","169","606","","","","","","","","","","","",""
"","mk;ghiw  
4","Mahaoya","due to prevailing dry","2023.08.11","649","2192","","","","","","","","","","","",""
"","Ampara","","weather condition","","","","","","","","","","","","","","",""
"","","Potuvul","","","2639","8926","","","","","","","","","","","",""
"","","Thirukkovil","","","432","1408","","","","","","","","","","","",""
"","","Padiyathalawa","","","1642","5659","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","7739","25891","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","18992","63269","0","0","0","0","1","","0","","0","0","0","0"
