"njd; khfhzk;","","","","","","","","","","","",""
"Southern
දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","3","7","0","1","0","0","2","0","0","0","0",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","3","7","0","1","0","0","2","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","6547","21740","1","8","0","4","159","4","0","1","70","240"
"","","","ආපදා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…............................................","","","","","","","","",""
"","","","H.G.D. Priyantha","","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
