"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","60","224","0","0","0","0","0","0","0","3","44","190"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","60","224","0","0","0","0","0","0","0","3","44","190"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","372","1415","1","3","0","0","45","1","0","10","158","564"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","H.D.G. Priyantha","","","","","","","","",""
"","","","Deputy Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
