"180","780","","","","","","","","","",""
"51175","215525","0","0","0","0","0","0","0","0","0","0"
"51175","215525","0","0","0","0","0","0","0","0","0","0"
"54329","228469","1","0","0","9","1","0","0","3","15","75"
"","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","",""
"","","ආපදා කළමනාකරණ මධයස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","ලවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","……………………………………………………….","",""
"","","","","","","","","","Hiran Thilakarathna","",""
