"","Kahawaththa","","2022.08.31","1","3","","","","","1","","","","","","",""
"","","High Wind","2022.09.01","1","5","","","","","1","","","","","","",""
"රත්නපුර","","Heavy Rain/ High","","","","","","","","","","","","","","",""
"","Elapatha","","2022.08.31-09.01","69","232","","2","","","1","","","","","","",""
"1
,uj;jpdGhp","","Wind/ Flood","","","","","","","","","","","","","","",""
"Rathnapura","Pelmadulla","Heavy Rain/ High Wind","2022.08.31-09.02","6","18","","","","","6","","","","","","",""
"","Kuruvita","Flood","2022.09.01","83","351","","","","","2","","","","","","",""
"","Ayagama","Flood","2022.09.01","4","17","","","","","","","2","","","","",""
"","Kiriella","Flood  /Cutting Faliure","2022.09.01-02","15","49","","","","","1","","1","","","","",""
"","Kalawana","Heavy Rain","2022.09.01","2","4","","","","","2","","","","","","",""
"","Embilipitiya","High Wind","2022.09.01","2","9","","","","","2","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","218","820","0","2","0","0","29","","3","0","0","0","0",""
"ස්ත්‍බරගමුව පලොත","","","","","","","","","","","","","","","","",""
"","","High Wind","2022.08.30","1","5","","","","","1","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","Yatiyantota","Cutting Failure","2022.08.31","1","3","","","","","1","","","","","","",""
"","","Cutting Failure","2022.08.31","2","9","","","","","2","","","","","","",""
"","Galigamuwa","Tree Fallen","2022.08.30","2","9","","","","","2","","","","","","",""
"","","High Wind","2022.08.31","1","4","","","","","1","","","","","","",""
"කෑගල්ල","Warakapola","","","","","","","","","","","","","","","",""
"2","Nffhiy","Cutting Failure","2022.09.01","1","5","","","","","1","","","","","","",""
"Kegalle","","","","","","","","","","","","","","","","",""
"","Bulathsinhala","Cutting Failure","2022.08.31","7","27","","","","","7","","","","","","",""
"","Ruwanwella","Cutting Failure","2022.08.31","2","6","","","","","","","","","","","",""
"","","","2022.08.31","4","2","","","","","1","","1","","","","",""
"","Dehiovita","High Wind","","","","","","","","","","","","","","",""
"","","","2022.09.01","1","2","","","","","1","","","","","","",""
"","Mawanella","Tree Fallen","2022.09.01","1","5","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","23","77","0","0","0","0","18","","1","0","0","0","0",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","241","897","0","2","0","0","47","","4","0","0","0","0",""
"ම ොනරොගල","","","","","","","","","","","","","","","","",""
"3","Wellawaya
nkhdwhfiy","High Wind","2022.08.31","14","70","","","","2","12","","","","","","",""
"Moneragala","","","","","","","","","","","","","","","","",""
"ඌව","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","14","70","0","0","0","2","12","","0","0","0","0","0",""
"Cth","Passara","Cutting Failure","","1","5","","","","","1","","","","","","",""
"බදුල්ල","","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"4
gJs;is","Kandaketiya","","2022.08.30","1","5","","","","","1","","","","","","",""
"Uva","","Heavy Rain & Hi.Wind","","","","","","","","","","","","","","",""
"Badulla","","","","","","","","","","","","","","","","",""
"","Ella","","","7","26","","","","","2","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","9","36","0","0","0","0","4","","0","0","0","0","0",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","23","106","0","0","0","2","16","","0","0","0","0","0",""
"උතුරු ැද පලොත","අනුරොධපුර    m.Guk;","","","","","","","","","","","","","","","",""
"5","Galenbidunuwewa","High Wind","2022.08.30","1","4","","","","","1","","","","","","",""
"tlkj;jpa","Anuradhapura","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
