"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","of commenced","","පුද්ගලයින්","","Injured","Missing","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் களின்","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","vz;zpf;if
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","சேதங் கள்","","",""
"","","District
Division","","","","People","","","","","Damages to","s; 
   No. of","Persons",""
"","","","","","Families","","","","","Partially
Fully","Small, Medium,","","",""
"","","","","","","","","","","","critical","Families
Safety","",""
"","","","","","","","","","","","Enterprises","","",""
"","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","",""
"","","යාපනය","","","","","","","","","","","",""
"","1","Chawakacheri
aho;g;ghzk;","High Wind","2020.12.31","1","2","","","","1","","","",""
"","","Jaffna","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","2","0","0","0","0
1","0
0","0
0","0",""
"උතුරු පලාත","","","","","","","","","","","","","",""
"tl khfhzk","","මන්නාරම","","","","","","","","","","","",""
"Northen","2","Nanattan
kd;dhH","Drowning","2020.12.29","1","5","1","","","","","","",""
"","","Mannar","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","5","1","0","0","0
0","0
0","0
0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","2","7","1","0","0","0
1","0
0","0
0","0",""
"","","මහනුවර","","","","","","","","","","","",""
"","3","Ududumbara
fz;b","Heavy Rain","2021.01.03","1","4","","","","1","","","",""
"","","Kandy","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","4","0","0","0","0
1","0
0","0
0","0",""
"","","නුවරඑලිය  
Nuwara Eliya","Land slide Risk","2020.12.21","3","14","","","","","","1
3","14",""
"","4","Etnuypah","","","","","","","","","","","",""
"මධ්‍යම","","","","","","","","","","","","","",""
"","","Ambagamuwa
Nuwara Eliya","Rock fallen","2021.01.04","1","5","","1","","1","","","",""
"පලාත/kj;jpa","","","","","","","","","","","","","",""
"khfhzk;/ Central","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","4","19","0","1","0","0
1","0
0","1
3","14",""
"","","මාතලේ","","","","","","","","","","","",""
"","5","Dambulle
khj;jis","Heavy Rain","2020.12.30","1","3","","","","1","","","",""
"","","Matale","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","3","0","0","0","0
1","0
0","0
0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","6","26","0","1","0","0
3","0
0","1
3","14",""
"","","පුත්තලම","","","","","","","","","","","",""
"වයඹ පලාත","6","Arachikattuwa
Gj;jsk;","High Wind","2020.12.31","13","35","","","","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","",""
"khfhzk;   North","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","13","35","0","0","0","0
1","0
0","0
0","0",""
"Western","","","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","13","35","0","0","0","0
1","0
0","0
0","0",""
"","","Seruwila","","","1","2","","","","1","","","",""
"","","ත්‍රීකුණාමලය","","","","","","","","","","","",""
"","","jp.kiy","High Wind","2021.01.04/05","3","6","","","","3","","","",""
"","","Thambalagamam","","","","","","","","","","","",""
"","","Trincomalee","","","","","","","","","","","",""
"","","Morawewa","","","2","3","","","","2","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","6","11","0","0","0","0
6","0
0","0
0","0",""
"","","Koralaipattu West","","","56","188","","","","","","","",""
"","","Koralaipattu","","","315","856","","","","","","","",""
"","","Koralaipattu Central","Flood","","663","2592","","","","4","","","",""
"","","Koralaipattu South","","","734","2680","","","","2","","","",""
"නැලගනහිර පලාත","","Eravur Pattu","","","2511","8292","","","","1","","","",""
"fpof;F     Eastern","","මඩකලපුව","","","","","","","","","","","",""
"","","Eravur Town","","","711","2474","","","","","","","",""
"","8","kl;lf;fsg;G","Flood","2021.01.04","","","","","","","","","",""
"","","Manmunai North
Batticaloa","","","3837","13258","","","","","","","",""
"","","Kattankudy","Flood","","5498","18712","","","","","","","",""
"","","Manmunaipattu","","","1156","3480","","","","","","","",""
"","","Manmunaisouthwest","","","7","20","","","","","","","",""
"","","","Flood","","","","","","","","","","",""
"","","Manmunai south & EP","","","18","58","","","","","","","",""
"","","Porathivupattu","","","39","104","","","","1","2","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","15545","52714","0","0","0","0
8","2
0","0
0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","15551","52725","0","0","0","0
14","2
0","0
0","0",""
"","","කෑගේල/Nffhiy","Fire","","1","4","","","","1","","","",""
"","9","Mawanelle","","2021.01.02","","","","","","","","","",""
"ස්ත්‍බරගමුව","","/Kegalle","","","","","","","","","","","",""
"","","","Tree Fallen","","1","4","","","","1","","","",""
"පලාත/rg;ufKt/","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2","8","0","0","0","0
2","0
0","0
0","0",""
