"","","","","Flood","2022.05.31/06.01","","","","","","","","","","",""
"","","","Bulathsighala","","","27","82","","","","3","","","","",""
"","","","Bandaragama","","2022.05.30-31","1","5","","","","1","","","","",""
"","","කළුතර","Mathugama","","","1","4","","","","1","","","","",""
"","4","fSj;Jiw","Kalutara","","","2","7","","","","2","","","","",""
"","","Kalutara","Dodangoda","High wind","","2","11","","","","2","","","","",""
"","","","","","2022.05.30/31","","","","","","","","","","",""
"","","","Horana","","","1","5","","","","1","","","","",""
"","","","Milleniya","","","9","36","","","","","","","","",""
"","","","Beruwala","","","3","14","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","48","172","0","0","0","0
13","0","0","0
0","0",""
"","","","Mahara","Flood","2022.05.31","20","95","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","","","Gampaha","Tree Falen","2022.05.30/31","49","216","","","","","","","","",""
"Nky; khfhzk;","","","Meerigama","Heavy Rain","2022.05.30","1","4","","","","1","","","","",""
"Western","","","Ja Ela","Land Slide","2022.06.01","10","56","","","","2","","","","",""
"","","ගම්පහ","","","","","","","","","","","","","",""
"","5","","Minuwangoda","Heavy Rain","2022.05.29","2","5","","","","2","","","","",""
"","","fk;g`h Gampaha","","","","","","","","","","","","","",""
"","","","Dompe","Tree Falen","2022.05.31","24","98","","","","1","","","","",""
"","","","Attanagalla","Heavy Rain","2022.05.31/06.01","82","326","","","","3","","","","",""
"","","","Biyagama","Flood","2022.06.01","596","2426","","","","2","","","","",""
"","","","Kelaniya","Flood","2022.06.01","1658","8199","","","","4","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2442","11425","0","0","0","0
15","0","0","0
0","0",""
