"","තත්ත්ව වාර්තාව  - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/   Situation Report- Sri Lankaදිනය /jpfjp / Date : 02nd March 2021 at 1800hrs","","","","","","","","","","","","","","","","",""
"","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","","","",""
"","","බලපෑමට ලක්වු","","","","","","","","","","","","","","","",""
"පරිපාලන ප්‍රලද්ශය நிர்வாகப்","","","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","","",""
"","ආරම්භක","ghjpf;fg;gl;l","","","","","","","","","","","","","","","",""
"பிரிவு Administrative purview","","","","","","තුවාලවු","අතුරුදහ","tPLfs; Houses","","","Other Damages","","","","miktplk; Safe Location","","",""
"","දිනය","Affected","","","","","","","","","","","","","","","",""
"","","","","","","පුද්ගලයින්","න්වූ","Damaged","","","","","","","","","",""
"","mdu;j;jk;","","","මිය යෑම්","","","","","","","","","","","","","",""
"ආපදාව","","","","","","","පුද්ගලයින්","","","කුඩා හා මධය","","","","","","","",""
"පළාත","","","","","","","","","","","","","","","","","",""
"","Muk;gpj;j","","","kuzq;f","","fhaki","fhzhky;","","","","","ඉතා වැදගත් යටිතල","","ආරක්ිත","","","","ලවනත් කරුණු                 NtW"
"khfhzk; 
mdHj;jk        
#","","","","","","","","","","පරිමාණ වයාපාරික","","","","","","","",""
"","jpfjp","","","s;","","le;NjhH","NghNdhH","","","","","","","","","","","Fwpg;Gf;fs; Remarks"
"ප්‍රා.ලේ. ලකා                
Province","","","","","","","","","ස්ත්‍","රථාන சிறிய,","","පහසුකම් වලට වූ","","ස්ත්‍
රථාන","","පවුේ","",""
"Disaster","","පවුේ","","","","","","පූර්ණ","අර්ධ හානි","","","","","","","","",""
"දිස්ත්‍රික්කය","","","පුද්ගලයින්","Deaths","","","","","","","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව","","","පුද්ගලයින්",""
"","Date of","","","","","","","","","நடுத்தர,","","","","","","ස්ත්‍ංඛ්‍යාව","",""
"gpuNjr nra.gp","","ස්ත්‍ංඛ්‍යාව","","","","Injured","Missing","හානි","gFjpas","","","","","","","","",""
"மாவட்டம்","","","egHfs;","","","","","","","நிறுவனங் க","","fl;likg;Gf;fs;","","vz;zpf;i","","FLk;gq;f","egHfs;",""
"","commence","FLk;gq;fs;","","","","","","KOik","T","","","","","","","","",""
"DS","","","People","","","People","People","","","ளின்","","Damages to","","f   No.","","s;","Persons",""
"District","","Families","","","","","","Fully","Partially","","","","","","","","",""
"Division","d","","","","","","","","","சேதங் கள்","","critical","","of Safety","","Families","",""
"","","","","","","","","","","Small, Medium,","","Infrastructure","","Locations","","","",""
"","","","","","","","","","","Enterprises","","","","","","","",""
"නුවරඑලිය","","","","","","","","","","","","","","","","","",""
"1
Nuwara Eliya
Land slide Risk
Etnuypah 
මධයම පලාත","2020.12.21","3","14","","","","","","","","","","","","1","","3","14 Concordia GN Wetherset"
"","","","","","","","","","","","","","","","","","","Hospital"
"Nuwara Eliya
kj;jpa","","","","","","","","","","","","","","","","","",""
"khfhzk","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","3","14","","0","0","0","0","0","","0","","0","","1","","3","14"
"Central","","","","","","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","3","14","","0","0","0","0","0","","0","","0","","1","","3","14"
"මන්නාරම 
2
Mannar Town
Missing at Sea","2021.01.31","3","8","","","","3","","","","","","","","","","",""
"kd;dhH","","","","","","","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","","",""
"Mannar
Erukalampiddy east
Drowning in sea","2021.02.25","1","5","","1","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","",""
"Northen
දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","4","13","","1","0","3","0","0","","0","","0","","0","","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","4","13","","1","0","3","0","0","","0","","0","","0","","0","0"
"බදුල්ල","","","","","","","","","","","","","","","","","",""
"4
Haldumulla
Tree Fallen
gJs;is 
ඌව","2021.02.07","2","10","","","1","","","2","","","","","","1","","1","5 Sri Muttumari Amman Kovil"
"Cth 
Badulla","","","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","2","10","","0","1","0","0","2","","0","","0","","1","","1","5"
"Uva","","","","","","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","2","10","","0","1","0","0","2","","0","","0","","1","","1","5"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","9","37","","1","1","3","0","2","","0","","0","","2","","4","19"
"","","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","","","","","","",""
