"දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","5","22","0","0","0","0","5","0","0","0","0",""
"පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","89","359","0","0","0","0","8","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","2249","9276","0","6","0","3","82","0","1","1","71","242"
"","","","ආපදො  ළමනො රණ මධ්‍යස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","….......................................................","","","","","","","","",""
"","","","H.D.G.Priyantha","","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
