"","ලේකම් - රාජ්‍ය පරිපා඼න සහ ආපදා කළමනාකරණ අමාතයාං඾ය / சச஬யாரர், சபாது நிர்வாக ஫ற்றும் அனர்த்த முகாம஫த்துவ அம஫ச்சு / Secretary, Ministry of Public Administration & Disaster Management","","","","","","","","","","",""
"රාජ්‍ය පරිපා඼න සහ ආපදා කළමනාකරණ අමාතයාං඾ය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌ஭வ பி஭மைக்கு தனி஬ார் சச஬யாரர் சபாது நிர்வாக ஫ற்றும் அனர்த்த முகாம஫த்துவ அம஫ச்சர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management","","","","","","","","","","","",""
"","","","","","","","","නිලාස හානි","","","",""
"","","","","","බ඼පෑමට ඼ක්වු","","","Nrjkile;j","","","ආරක්ෂිත ස්ථාන ghJfhg;ghd",""
"","","පරිපා඼න ප්‍රලද්඾ය நிர்வாகப் பிரிவு","","","","","","","ලලනත් හානි பிம பாதிப்புகள்","","",""
"","","Administrative purvie","","","ghjpf;fg;gl;l Affected","","අතුරුදහ","tPLfs; Houses","Other Damages","","miktplk; Safe Location",""
"","","","","","","තුලා඼වු","","","","","",""
"","","","","","","","න්වූ","Damaged","","","",""
"","","","","","","පුද්ග඼යි","","","","","",""
"","","","","","","","පුද්ග඼යි","","","","",""
"","","","","ආරම්භක දිනය","","න්","","","","","",""
"","","","","","","","න්","","","","",""
"පළාත","","","ආපදාල","mdu;j;jk;","මිය යෑම්","fhaki","","","කුඩා හා මධය 
ඉතා ලැදගත්","","","ලලනත් කරුණු"
"","","","","","","","","","","ආරක්ෂිත","",""
"","","","","","","","fhzh","","","","",""
"khfhzk;","#","","mdHj;jk;","Muk;gpj;j jpfjp","kuzq;fs;","le;NjhH","","අර්ධ","පරිමාණ ලයාපාරික 
යටිත඼ පහසුකම්","","","NtW Fwpg;Gf;fs;"
"","","","","","","","ky;Ngh","","","ස්ථාන","",""
"","","","","","","","","","","","පවුේ",""
"Province","","","Disaster","Date of","Deaths","","","පූර්ණ 
හානි","ල඼ට වූ හානි 
ස්ථාන சிமி஬,","සංඛ්‍යාල","","Remarks"
"","","ප්‍රා.ලේ. ලකො                
දිස්ත්‍රික්කය","","පවුේ සංඛ්‍යාල","පුද්ග඼යින්","","NdhH","","","","පුද්ග඼යින් 
සංඛ්‍යාල",""
"","","","","commenced","","Injured","","හානි 
gFjpa","நடுத்த஭, 
mbg;gilf;","vz;zpf;i","",""
"","","gpuNjr nra.gp","","FLk;gq;fs;","egHfs;","","Missin","","","","egHfs; 
FLk;gq;",""
"","","஫ாவட்டம்","","","","","","sT","நிறுவனங்கரி
fl;likg;Gf;fs;","f   No.","",""
"","","","","","","","","KOik","","","",""
"","","District
DS Division","","Families","People","","g","","ன் சசதங்கள்;","","fs; 
Persons",""
"","","","","","","People","","Partiall
Fully","Damages to","of Safety","",""
"","","","","","","","","","Small, Medium,","","",""
"","","","","","","","People","","","","Families",""
"","","","","","","","","","critical 
y","Location","",""
"","","","","","","","","","Enterprises","","",""
"","","","","","","","","","Infrastructure
Damages","s","",""
"","","Balangoda","","2019.07.18","66
261","","","66","","","",""
