"දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","1","2","1","0","0","0","0","0","0","0"
"පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","1","2","1","0","0","0","0","0","0","0"
"","1735","5470","5","0","0","1","113","6","0","2"
"","","","","රොජ ොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","",""
"","","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","",""
"","","","ආපදො  ළමනො රණ මධයස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","",""
"","","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","",""
"","","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","",""
"","","","","……………………………………………………….","","","","","",""
"","","","","Thushitha Widyarathna","","","","","",""
"","","","","Assistant Director / Duty Officer","","","","","",""
"","","","","For Director General","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","",""
