"දිස්ත්‍ ික් එකතුව/khtl;l $l;Lj;njhif/District Total","1122","4656","0","0","0","0","0","0","0","14","260","1409"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","1167","4819","0","0","0","0","3","0","0","14","260","1409"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","30017","118210","2","2","0","1","235","18","2","79","1721","6852"
"","","","ආපදා කළම ාකරණ මධ්‍යස්ත්‍ ථා ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ / njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","….....................................","","","","","","","","",""
"","","","Janaka Hadunpathiraja","","","","","","","","",""
"","","","Assistant Director/Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
