"","","","","","","","","","නිවාස්ත්‍ හානි","",""
"","","","","","බලපෑමට ලක්වු","","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","","Nrjkile;j","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd"
"","","","","","ghjpf;fg;gl;l","","","","","",""
"","Administrative purview","","","","","","","","tPLfs; Houses","Other Damages","miktplk; Safe Location"
"","","","","","Affected","","","තුවාලවු 
අතුරුදහ","","",""
"","","","","","","","","","Damaged","",""
"","","","ආරම්භක දිනය","","","","","පුද්ගලයින්
න්වූ","","",""
"","","","mdu;j;jk;","","","","මිය යෑම්","පුද්ගලයින්","","කුඩා හා මධය",""
"පළාත","","ආපදාව","","","","","","","","",""
"","","","","","","","kuzq;f","fhakil
fhzhky;","","පරිමාණ වයාපාරික","ලවනත් කරුණු"
"khfhzk; 
#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත"
"","","","","","","","s;","e;NjhH  
NghNdhH","","","NtW Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","ස්ත්‍
රථාන சிறிய,",""
"","ප්‍රා.ලේ. ලකා","Disaster","Date of","","","","Deaths","","","පහසුකම් වලට වූ","ස්ත්‍
රථාන  
පවුේ"
"","","","","පවුේ","","","","","පූර්ණ 
අර්ධ හානි","நடுத்தர,",""
"","දිස්ත්‍රික්කය","","","","","පුද්ගලයින්","","","","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව"
"","gpuNjr nra.gp","","commenced","ස්ත්‍ංඛ්‍යාව","","","","Injured 
Missing","හානි 
gFjpas","நிறுவனங் க",""
"","மாவட்டம்","","","","","egHfs;","","","","fl;likg;Gf;fs;","vz;zpf;i
egHfs; 
FLk;gq;f"
"","","","","FLk;gq;fs;","","","","People
People","T 
KOik","ளின்",""
"","DS","","","","","People","","","","Damages to","s; 
Persons
f   No."
"","District","","","Families","","","","","Partially
Fully","சேதங் கள்",""
"","Division","","","","","","","","","critical","Families
of Safety"
"","","","","","","","","","","Small, Medium,",""
"","","","","","","","","","","Infrastructure","Locations"
"","","","","","","","","","","Enterprises",""
"","","","","","","","","","","Damages",""
"","මුලතිව් Ky;iyj;jP","","","","","","","","","",""
"1","Thunukki","Cyclone","2021.08.22","","1","5","","","","1",""
