"","Nivithigala","","","7","20","","","","","7","","","","","","","",""
"","Kahawatta","","","10","34","","","","","10","","","","","","","",""
"","Eheliyagoda","","","6","25","","","","","6","","","","","","","",""
"","Elapatha","","","78","294","","","","","6","","","","","","","",""
"රත්නපුර","Kuruvita","Tree Fallen/Cutting","","6","24","","","","","6","","","","","","","",""
"","","","2023.09.27-","","","","","","","","","","","","","","",""
"1
uj;jpdGhp","Kalawana","Failure Risk/Heavy","","9","30","","","","","3","","","","","","","",""
"","","","2023.10.02","","","","","","","","","","","","","","",""
"Rathnapura","Pelmadulla","Rain/Flood","","12","52","","","","","12","","","","","","","",""
"","Opanayake","","","4","13","","","","","1","","","","","","","",""
"සබරගමුව පලොත","","","","","","","","","","","","","","","","","",""
"","Ayagama","","","19","62","","","","","5","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","Kiriella","","","25","95","","","","1","4","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","Weligepola","","","2","10","","","","","1","","","","","","","",""
"","Balangoda","","","1","4","","","","","1","","","","","","","",""
"","Embilipitiya","","","1","3","","","","","1","","","","","","","",""
"","Imbulpe","","","1","2","","","","","1","","","","","","","",""
"","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","269","1023","0","0","0","2","103","","0","","0","0","0","0",""
"ෑගල්ල","Yatiyanthota","Tree fallen","2023.10.04","1","2","","","","","1","","","","","","","",""
"Nffhiy    
2","","","","","","","","","","","","","","","","","",""
"Kegalle","Dehiovita","Tree fallen","2023.10.04","1","1","","","","","1","","","","","","","",""
"","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","2","3","0","0","0","0","2","","0","","0","0","0","0",""
"","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","271","1026","0","0","0","2","105","","0","","0","0","0","0",""
"Western        
ක ොළඹ","","","","","","","","","","","","","","","","","",""
"3
nfhOk;G     
Nky; khfhzk","Kotte","Wall Collapse","2023.10.04","1","4","","","","","","","","","","","","",""
"Colombo
බසරනොහිර පලොත","","","","","","","","","","","","","","","","","",""
"","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","1","4","0","0","0","0","0","","0","","0","0","0","0",""
"","","","2023.09.27-","","","","","","","","","","","","","","",""
"","Bandaragama","Flood/ Highwind","","36","149","","","","1","19","","","","","","","",""
"","","","2023.10.01","","","","","","","","","","","","","","",""
"","","","2023.09.29 / 30","","","","","","","","","","","","","","",""
"","Beruwala","High Wind","","8","30","","","","","5","","","","","","","",""
"","","","සහ 2023.10.02","","","","","","","","","","","","","","",""
"","","Flood/ Highwind","","","","","","","","","","","","","","","",""
"","Bulathsinhala","","2023.09.27-30","25","85","","","","","21","","","","","","","",""
"","","/Cutting Failture","","","","","","","","","","","","","","","",""
"","Mathugama","High Wind","2023.09.28-30","8","23","","","","","8","","","","","","","",""
"","","","2023.09.29-30 සහ","","","","","","","","","","","","","","",""
"","Millaniya","Flood","","272","990","","","","","168","","","","","","","",""
"","","","2023.10.02","","","","","","","","","","","","","","",""
"","","","2023.09.29 සහ","","","","","","","","","","","","","","",""
"","Agalawattha","High Wind","","6","23","","","","","6","","","","","","","",""
"ළුතර","","","2023.10.01","","","","","","","","","","","","","","",""
"4
fSj;Jiw","Horana","High Wind","2023.09.29","2","10","","","","","2","","","","","","","",""
"Kalutara","","","2023.09.29 සහ","","","","","","","","","","","","","","",""
"","Walallavita","High Wind","","3","10","","","","","1","","","","","","","",""
"","","","2023.10.01","","","","","","","","","","","","","","",""
"","","","2023.09.29-30 සහ","","","","","","","","","","","","","","",""
"","Ingiriya","Flood","","16","47","","","","","11","","","","","","","",""
"","","","2023.10.01","","","","","","","","","","","","","","",""
"","","","2023.09.29-30,","","","","","","","","","","","","","","",""
"","Kalutara","High Wind","","294","1113","","","","","8","","","","","","","",""
"","","","2023.10.03","","","","","","","","","","","","","","",""
"","","","2023.09.29-30,","","","","","","","","","","","","","","",""
"","Dodangoda","Flood","","41","155","","","","","11","","","","","","","",""
"","","","2023.10.02","","","","","","","","","","","","","","",""
