"","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","","","","","","",""
"","","","","","","8118","25506","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","8357","26238","0","0","0","","0","0","","0","0","","0","0","0",""
"","","නුවරඑලිය","","","","","","","","","","","","","","","","","","",""
"මධ්‍යම පලොත","5","Etnuypah","Thalawakele","Fire","204.07.04","","","","","","","","","","","","","1","8","44",""
"","","Nuwara Eliya","","","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","","","","","","","",""
"Central","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","0","0","0","0","0","","0","0","","0","0","","1","8","44",""
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","0","0","0","0","0","","0","0","","0","0","","1","8","44",""
"","","ත්‍රීකුණොමලය","","","","","","","","","","","","","","","","","","",""
"","6","jp.kiy","Verungal","Lightning","2024.07.05","1","4","","","","","","1","","","","","","","",""
"ැනෙ හිර පලොත","","","","","","","","","","","","","","","","","","","","",""
"fpof;F","","Trincomalee","","","","","","","","","","","","","","","","","","",""
"Eastern","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1","4","0","0","0","","0","1","","0","0","","0","0","0",""
