"","","","","","","","","","","","","","","ආරක්ෂිත","","",""
"","","","","","","","","","","fhzh","","","","","","",""
"khfhzk;","#","","mdHj;jk;","Muk;gpj;j jpfjp","","","kuzq;fs;","le;NjhH","","","","අර්ධ","පරිමාණ ලයාපාරික 
යටිත඼ පහසුකම්","","","","NtW Fwpg;Gf;fs;"
"","","","","","","","","","","ky;Ngh","","","","ස්ථාන","","",""
"","","","","","","","","","","","","","","","","පවුේ",""
"Province","","","Disaster","Date of","","","Deaths","","","","පූර්ණ","හානි","ල඼ට වූ හානි 
ස්ථාන சிமி஬,","සංඛ්‍යාල","","","Remarks"
"","","ප්‍රා.ලේ. ලකො                
දිස්ත්‍රික්කය","","","පවුේ සංඛ්‍යාල","පුද්ග඼යින්","","","","NdhH","","","","","","පුද්ග඼යින් 
සංඛ්‍යාල",""
"","","","","commenced","","","","Injured","","","හානි","gFjpa","நடுத்த஭, 
mbg;gilf;","vz;zpf;i","","",""
"","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","","","Missin","","","","","","egHfs; 
FLk;gq;",""
"","","஫ாவட்டம்","","","","","","","","","","sT","நிறுவனங்கரி
fl;likg;Gf;fs;","f   No.","","",""
"","","","","","","","","","","","KOik","","","","","",""
"","","District
DS Division","","","Families","People","","","","g","","","ன் சசதங்கள்;","","","fs; 
Persons",""
"","","","","","","","","People","","","Fully","Partiall","Damages to","of Safety","","",""
"","","","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","","","People","","","","","","Families",""
"","","","","","","","","","","","","y","critical","Location","","",""
"","","","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","","","Infrastructure
Damages","s","","",""
"","","මු඼තිව්/Ky;iyj;jP","","","","","","","","","","","","","","",""
"","1","Puthukudiyiruppu","Fire","2019.07.28","1","6","","","","","","1","","","","",""
"උතුරු ප඼෈ත/tl","","T /Mulaitivu","","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","6","0","","0","0","0","1","0
0","","0","0","0"
"Northen/","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","1","6","0","","0","0","0","1","0
0","","0","0","0"
"","","අම්ප෈ර/mk;ghiw/A","High Wind / Tree","","","","","","","","","","","","","",""
"","2","Uhana","","2019.07.23","1","4","","","","","","1","","","","",""
"න෉වගනහිර","","mpara","Falan","","","","","","","","","","","","","",""
"ප඼෈ත/fpof;F/East","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","4","0","","0","0","0","1","0
0","","0","0","0"
"ern/","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","1","4","0","","0","0","0","1","0
0","","0","0","0"
"","","ක්ගල්඼/Nffhiy/","","","","","","","","","","","","","","",""
"","3","Kegalle","Tree Falan","2019.07.27","1","3","","","","","","1","","","","",""
"සබරගමුල","","Kegalle","","","","","","","","","","","","","","",""
"ප඼෈ත/rg;ufKt/","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","3","0","","0","0","0","1","0
0","","0","0","0"
"Sabaragamuwa/","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","1","3","0","","0","0","0","1","0
0","","0","0","0"
"","","හම්බන්වතොට/`k;ghe;","","","","","","","","","","","","","","",""
"","","Ambalantota","High Wind","2019.07.28","1","5","","","","","","","1","","","",""
"","4","Njhl;il","","","","","","","","","","","","","","",""
"දකුනු ප඼෈ත/njd;","","","","","","","","","","","","","","","","",""
"","","Beliatta
/Hambantota","Tree Falan","2019.07.19","0","","","","","","","2","2","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"Southern/","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","5","0","","0","0","0","2","1
2","","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","1","5","0","","0","0","0","2","1
2","","0","0","0"
"","මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","4","18","0","","0","0","0","5","1
2","","0","0","0"
