"මධ්‍යම පලාත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","14
62","0","0","0","0
0","0","0","2
14","62",""
"kj;jpa","","","","","","","","","","","","",""
"","Rattota","High Wind/ Heavy Rain","2021.11.22","1
2","","","","1","","","","",""
"khfhzk;","මාතගල්","","","","","","","","","","","",""
"","2
khj;jis 
Matale","Heavy Rain","2021.11.24","1
4","","","","","","","","",""
"Central","","","","","","","","","","","","",""
"","Matale","","","","","","","","","","","",""
"","Ambangangakorale","Landslide Risk","2021.11.24","2
5","","","","1","","","","",""
"","","","","4
11","0","0","0","0
2","0","0","0
0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","18
73","0","0","0","0
2","0","0","2
14","62",""
"","Rathnapura","Landslide Risk","2021.11.11","3
7","","","","","","","1
3","","7 Kathrik Community Hall"
"","රත්නපුර","","","","","","","","","","","",""
"","Ehaliyagoda","High Wind/ Heavy Rain","2021.11.24","20
75","","","","9","","","","",""
"","3
,uj;jpdGhp","","","","","","","","","","","",""
"","Kiriella","Heavy Rain","2021.11.24","1
4","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","",""
"","Weligepola","Heavy Rain","2021.11.25","1
4","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","25
90","0","0","0","0
10","0","0","1
3","7",""
"ස්ත්‍බරගමුව","","","","","","","","","","","","",""
"","","","","","","","","","","","","","1. Eeriyagolla Community"
"පලාත","","","","","","","","","","","","",""
"","Rambukkana","Cutting Faliure","2021.11.14/15/16/18","41
129","","","","2
17","","","2
9","29","Hall"
"rg;ufKt","","","","","","","","","","","","","2.Sri Sunethrarama Temple"
"","කෑගල්ල","","","","","","","","","","","",""
"Sabaragamuw","","","","","","","","","","","","",""
"","Mawanella","Cutting Faliure","2021.11.15-17","8
31","","","","1","","","","",""
"","4
Nffhiy","","","","","","","","","","","",""
"a","","","","","","","","","","","","",""
"","Kegalle
Yatiyantota","High Wind","2021.11.11","1
3","","","","1","","","","",""
"","","Flash Flood/ Tree","","","","","","","","","","",""
"","Ruwanwella","","2021.11.08-15","6
18","","","","","","","","",""
"","","Fallen","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","56
181","0","0","0","2
19","0","0","2
9","29",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","81
271","0","0","0","2
29","0","0","3
12","36",""
"වයඹ පලාත","පුත්තලම","","","","","","","","","","","",""
"","5
Wennappuwa
Gj;jsk;","Flood/High Wind","2021.11.08","4
16","","","","","","","1
4","16 Kolonjaadiya",""
"tlNky;","","","","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"North","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","4
16","0","0","0","0
0","0","0","1
4","16",""
"Western","","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","4
16","0","0","0","0
0","0","0","1
4","16",""
"","මඩකලපුව 
Manmunai North","Drowning in the sea","2021.11.23","1
7","","","1","","","","","",""
"","6
kl;lf;fsg;G","","","","","","","","","","","",""
"නැගගනහිර","","","","","","","","","","","","",""
"","Batticaloa
Chenkalady","High Wind/ Heavy Rain","2021.11.25","2
6","","","","2","","","","",""
"පලාත fpof;F","","","","","","","","","","","","",""
"Eastern","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3
13","0","0","1","0
2","0","0","0
0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","3
13","0","0","1","0
2","0","0","0
0","0",""
"","Maritimepattu","Sea water intrusion","2021.11.24","5
19","","","","","","","","",""
"","","Flood","2021.11.24","18
58","","","","","","","1
5","14",""
"","මුලතිව් 
Puthukudiyiruppu","","","","","","","","","","","",""
"","Ky;iyj;jPT 
7","Elephent Attack","2021.11.25","1
4","1","","","","","","","",""
"","Mulaitivu","","","","","","","","","","","",""
"","Welioya","Flood","2021.11.24","9
18","","","","","","","","",""
"","Oddusuddan","Flood","2021.11.24","1
2","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","34
101","1","0","0","0
0","0","0","1
5","14",""
"","Karainagar","","2021.11.23","191
665","","","","2","","","1
2","8",""
"","Sandilippay","","2021.11.24","1
4","","","","1","","","","",""
"","යාපනය","","","","","","","","","","","",""
"උතුරු පලාත","8
Jaffna","Flood & Wind","2021.11.25","2
7","","","","1","","","","",""
"","aho;g;ghzk Jaffna","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
"","Chankanai","","2021.11.25","1
4","","","","","1","","","",""
"Northen","","","","","","","","","","","","",""
"","Delft","","2021.11.01","1
3","","","","","1","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","196
683","0","0","0","0
4","2","0","1
2","8",""
