"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","","","ghjpf;fg;gl;l","","","","","","","","","","","",""
"","","Administrative purview","","","","","","","","tPLfs; Houses","","Other Damages","","","","miktplk; Safe Location",""
"","","","","","Affected","","","තුවාලවු","අතුරුදහ","","","","","","","",""
"","","","","","","","","","","Damaged","","","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","",""
"","","","ආපදාව","","","","","","","","","කුඩා හා මධය","","","","",""
"පළාත","","","","","","","kuzq;f","fhakil","fhzhky;","","","","","","","","ලවනත් කරුණු"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","පරිමාණ වයාපාරික","","","","",""
"khfhzk; Province","","","","","","","s;","e;NjhH","NghNdhH","","","","ඉතා වැදගත් යටිතල","","ආරක්ිත","","NtW Fwpg;Gf;fs; Remarks"
"","","","Disaster","Date of","","","Deaths","","","","ස්ත්‍","රථාන சிறிய,","පහසුකම් වලට වූ","","ස්ත්‍
රථාන","",""
"","","","","","","","","","","","","","","","","පවුේ",""
"","","","","","පවුේ","","","","","පූර්ණ","අර්ධ හානි","நடுத்தர,","","","","",""
"","","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකා","commenced","","පුද්ගලයින්","","Injured","Missing","","","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්"
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි","gFjpas","நிறுவனங் க","","","","",""
"","","மாவட்டம்","gpuNjr nra.gp     DS","","","egHfs;","","People","People","","","","fl;likg;Gf;fs;","","vz;zpf;i","FLk;gq;f","egHfs;"
"","","","","","FLk;gq;fs;","","","","","KOik","T","ளின்","","","","",""
"","","","","","","People","","","","","","","Damages to","","f   No.","s;","Persons"
"","","District
Division","","","Families","","","","","Fully","Partially","சேதங் கள்","","","","",""
"","","","","","","","","","","","","","critical","","of Safety","Families",""
"","","","","","","","","","","","","Small, Medium,","","","","",""
"","","","","","","","","","","","","","Infrastructure","","Locations","",""
"","","","","","","","","","","","","Enterprises","","","","",""
"","","","","","","","","","","","","Damages","","","","",""
"","","Mahara","","2021.10.17","2","7","","","","","2","","","","","",""
"","","","High Wind","","","","","","","","","","","","","",""
"","","Meerigama","","2021.10.05","1","3","","","","","1","","","","","",""
"","","ගම්පහ","","","","","","","","","","","","","","",""
"බස්නාහිර","1","fk;g`h","","","","","","","","","","","","","","",""
"","","","Heavy Rain &","","","","","","","","","","","","","",""
"පලාත","","Minuwangoda","","2021.10.20","3","8","","","","","3","","","","","",""
"","","Gampaha","","","","","","","","","","","","","","",""
"","","","Lightning","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","",""
"","","","High Wind &","","","","","","","","","","","","","",""
"Nky;","","Wattala","","2021.10.20","36","151","","","","","36","","","","","",""
"","","","Lightning","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","42","169","0","0","0","0","42","0","","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","42","169","0","0","0","0","42","0","","0","0","0","0"
"","","ත්‍රීකුණාමලය 
Seruwila","","2021.10.20","1","1","","","","","1","","","","","",""
"","2","jp.kiy","High Wind","","","","","","","","","","","","","",""
"නැවගනහිර","","","","","","","","","","","","","","","","",""
"","","Kanthale
Trincomalee","","2021.10.19","1","3","","","","","1","","","","","",""
"පලාත","","","","","","","","","","","","","","","","",""
"Eastern","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","2","4","0","0","0","0","2","0","","0","0","0","0"
