"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","of commenced","","පුද්ගලයින්","","Injured","Missing","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் களின்","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","vz;zpf;if
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","சேதங் கள்","","",""
"","","District
Division","","","","People","","","","","Damages to","s; 
   No. of","Persons",""
"","","","","","Families","","","","","Partially
Fully","Small, Medium,","","",""
"","","","","","","","","","","","critical","Families
Safety","",""
"","","","","","","","","","","","Enterprises","","",""
"","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","",""
"","","","(Burevi) Cyclone","2020.12.02","","","","","","","","1
1","6",""
"","","Kopay","","","","","","","","","","","",""
"","","","","2020.12.22","1","4","","","","1","","","",""
"","","යොප ය","","","","","","","","","","","",""
"","1","aho;g;ghzk;","","2020.12.15","47","168","","","","","","","",""
"","","Thellipalai","","","","","","","","","","","",""
"","","","Flood","2020.12.19","4","17","","","","","","","",""
"","","Jaffna","","","","","","","","","","","",""
"","","","","2020.12.15","15","62","","","","","","","",""
"","","Sandilippai","","","","","","","","","","","",""
"උතුරු පලොත","","","","2020.12.19","54","181","","","","9","","","",""
"tl khfhzk","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","121","432","0","0","0","0
10","0
0","1
1","6",""
"Northen","","","","","","","","","","","","","",""
"","","කිලින ොච්චිය","","","","","","","","","","","",""
"","2","Pachchilaipallai
fpspnehr;rp","Flood","2020.12.19","64","104","","","","","","","",""
"","","Killinochchi","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","64","104","0","0","0","0
0","0
0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","185","536","0","0","0","0
10","0
0","1
1","6",""
"","","","Heavy rain","","1","2","","","","1","","","",""
"","","Harispaththuwa","","","","","","","","","","","",""
"","","","Rock Fallen","","1","4","","","","1","","","",""
"","","","","2020.12.20","","","","","","","","","",""
"","","Udunuwara","","","1","4","","","","1","","","",""
"","","Akurana","","","1","1","","","","1","","","",""
"","","Gangawata korale","","2020.12.21","1","3","","","","1","","","",""
"","","මහනුවර","Heavy rain","","","","","","","","","","",""
"","","Delthota","","","1","2","","","","1","","","",""
"","3","fz;b","","2020.12.20","","","","","","","","","",""
"","","","","","1","3","","","","1","","","",""
"","","Kandy
Minipe","","","","","","","","","","","",""
"","","","","2020.12.22","2","12","","","","2","","","",""
"","","","","2020.12.21","1","4","","","","1","","","",""
"","","Pathadumbara","","","","","","","","","","","",""
"","","","Cutting Failure","2020.12.22","1","1","","","","1","","","",""
"","","Yatinuwara","","2020.12.21","1","4","","","","1","","","",""
"","","","Heavy rain","","","","","","","","","","",""
"මධ්‍යම පලොත","","Thumpane","","2020.12.22","1","4","","","","1","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","13","44","0","0","0","0
13","0
0","0
0","0",""
"Central","","","","","","","","","","","","","",""
"","","","Heavy rain","","1","4","","","","1","","","",""
"","","Walapne","","","","","","","","","","","",""
"","","නුවරඑලිය","Cutting Failure","","30","99","","","","10","","1
1","4",""
"","","","","2020.12.20","","","","","","","","","",""
"","4","Etnuypah","Land slide Risk","","3","13","","","","","","1
3","13",""
"","","Hanguranketha","","","","","","","","","","","",""
"","","Nuwara Eliya","Heavy rain","","1","7","","","","1","","","",""
"","","Nuwara Eliya","Land slide Risk","2020.12.21","3","14","","","","","","1
3","14",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","38","137","0","0","0","0
12","0
0","3
7","31",""
"","","මොතනේ","","","","","","","","","","","",""
"","5","Galewela
khj;jis","Cutting Failure","2020.12.21","","","1","1","","","","","",""
"","","Matale","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","1","1","0","0
0","0
0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","51","181","1","1","0","0
25","0
0","3
7","31",""
"","","පුත්තලම","","","","","","","","","","","",""
"වයඹ පලොත","6","Mahawewa
Gj;jsk;","High Wind","2020.12.21","1","2","","","","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","",""
"khfhzk;   North","","","","","","","","","","","","","",""
