"","රත්නපුර","","","","","","","","","","","","","","","","",""
"","","Godakawela","rain/Lightning/High","2022.05.30","1","6","","","","","1","","","","","","",""
"ස්ත්‍බරගමුව පලාත","1
,uj;jpdGhp","","","","","","","","","","","","","","","","",""
"","","Eheliyagoda","Wind/Cutting Failure","2022.05.30","6","21","","","","","6","","","","","","",""
"rg;ufKt","Rathnapura","","","","","","","","","","","","","","","","",""
"","","Pelmadulla","/Land Slide Risk","2022.05.29","3","7","","","","","2","","","","","","",""
"Sabaragamuwa","","Rathnapura","","2022.05.31","12","50","","","","","2","","","","4","15","61",""
"","","Elapatha","","2022.05.31","2","10","","","","","2","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","28","104","0","0","0","0","15","","0","0","4","15","61",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","28","104","0","0","0","0","15","","0","0","4","15","61",""
"","","Hataraliyadda","","2022.05.29","2","7","","","","","2","","","","","","",""
"","","Pathahewaheta","","2022.05.29","1","7","","","","","1","","","","","","",""
"","නුවර","Patadumbara","","2022.05.26/27","2","9","","","","","2","","","","","","",""
"","","","Heavy rain & High","","","","","","","","","","","","","","",""
"මධ්‍යම පලාත","fz;b       
2","","","","","","","","","","","","","","","","",""
"","","Udunuwara","wind","2022.05.31","1","4","","","","","1","","","","","","",""
"kj;jpa","Kandy","","","","","","","","","","","","","","","","",""
"","","Kundasale","","2022.05.27/30","4","16","","","","","4","","","","","","",""
"khfhzk; Central","","Harispattuwa","","2022.05.29","1","3","","","","","1","","","","","","",""
"","","Gaga Ihalakoralaya","","2022.05.25","1","4","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","12","50","0","0","0","0","12","","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","12","50","0","0","0","0","12","","0","0","0","0","0",""
"","","Palindanuwara","","","2","8","","","","","","","","","","","",""
"","","","Flood","2022.05.31/06.01","","","","","","","","","","","","","",""
"","","Bulathsighala","","","22","82","","","","","","","","","","","",""
"","කළුතර","","","","","","","","","","","","","","","","",""
"","","Bandaragama","","2022.05.30-31","1","5","","","","","1","","","","","","",""
"","3
fSj;Jiw","","","","","","","","","","","","","","","","",""
"","","","","2022.05.29","1","1","","","","","1","","","","","","",""
"","Kalutara","Mathugama","High wind","","","","","","","","","","","","","","",""
"","","","","","1","4","","","","","1","","","","","","",""
"","","","","2022.05.30/31","","","","","","","","","","","","","",""
"","","Beruwala","","","1","4","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","28","104","0","0","0","0","4","","0","0","0","0","0",""
"","","Mahara","Flood","2022.05.31","80","339","","","","","2","","","","","","",""
"","","Gampaha","Tree Falen","2022.05.30/31","6","21","","","","","8","","","","","","",""
"","","Meerigama","Heavy Rain","2022.05.30","1","1","","","","","1","","","","","","",""
"බස්ත්‍රනාහිර පලාත","ගම්පහ","Minuwangoda","Heavy Rain","2022.05.29","1","4","","","","","1","","","","","","",""
"","4","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","fk;g`h Gampaha","Dompe","Tree Falen","2022.05.31","14","66","","","","","2","","","","","","",""
"Western","","Attanagalla","Heavy Rain","2022.05.31/06.01","61","246","","","","","3","","","","","","",""
"","","Biyagama","Flood","2022.06.01","563","2283","","","","","2","","","","","","",""
"","","Kelaniya","Flood","2022.06.01","1722","8517","","","","","4","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2448","11477","0","0","0","0","23","","0","0","0","0","0",""
"","","Jayawardhanapura","Flood","","42","175","","","","","","","","","1","42","175",""
"","","","","2022.05.31","","","","","","","","","","","","","",""
"","කකාළඹ","","","","","","","","","","","","","","","","",""
"","5","Moratuwa","High wind","","14","54","","","","","12","","3","","","","",""
"","nfhOk;G Colombo","","","","","","","","","","","","","","","","",""
"","","Kaduwela","Flood","2022.05.31","100","362","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","156","591","0","0","0","0","12","","3","0","1","42","175",""
