"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","1","3","0","0","0","0","1","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","2","7","0","0","0","0","2","0","0","0"
"","51","181","0","0","0","6","32","2","0","2"
"","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","",""
"","","","ආපදා කළමනාකරණ මධයස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","","……………………………………………………….","","","","","","",""
"","","","Mr K.G .Mahendra Jagath","","","","","","",""
"","","","Assistant   Director / Duty Officer","","","","","","",""
"","","","For Director General","","","","","","",""
