"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","2","8","0","0","0","0","2","0","0","0","0",""
"North Western","","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","2","8","0","0","0","0","2","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","345","1349","6","2","0","2","188","0","2","5","38","131"
"","","","","ආපදා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","……………………………………………………….","","","","","","","","",""
"","","","","K.G. Mahendra Jagath","","","","","","","","",""
"","","","","Assistant Director/ Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
