"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 16th October 2025 at 0900hrs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு 
Administrative purview","","","","","","","","","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","","","","","","","","","","",""
"","","","","","","","","ආපදාව","","","ආරම්භක දිනය","","බලපෑමට ලක්වු ghjpf;fg;gl;l","","","","","","","","","","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","","","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","","","","","",""
"","","","","","","","","","","","","","Affected","","","","","තුවාලවු 
පුද්ගලයින්","","අතුරුදහන්වූ","","","","Nrjkile;j tPLfs; 
Houses Damaged","","","","","Other Damages","","","","","","Safe Location","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","mdu;j;jk;","","","","","","මිය යෑම්","","","පුද්ගලයින්","","","","","","","","","කුඩා හා මධය","","","ඉතා වැදගත්","","","","","","","","ලවනත් කරුණු",""
"පළාත khfhzk; 
Province","","#","","","","","","","","","Muk;gpj;j","","","","","","kuzq;f","","fhakil","fhzhky;N","","","","","","","","","පරිමාණ වයාපාරික","","","යටිතල පහසුකම්","","","","","","","","NtW",""
"","","","","","","","","mdHj;jk","","","jpfjp","","","","","","s;","","e;NjhH","ghNdhH","","","","පූර්ණ","","","","","ස්ත්‍
රථාන சிறிய,","","","වලට වූ හානි","","","ආරක්ිත","","","","","Fwpg;Gf;f",""
"","","","දිස්ත්‍රික්කය","","ප්‍රා.ලේ. ලකා","","","Disaster","","","Date of","","පවුේ ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්","","Deaths","","","Missing","","","","හානි","","අර්ධ හානි","","","நடுத்தர, 
நிறுவனங்களின்","","","mbg;gilf;","","","ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Remarks",""
"","","","மாவட்டமDistr","","","gpuNjr nra.gp","","","","","","","FLk;gq;fs;","","","egHfs;","","Injured","","People","","","","","","","gFjpasT","","","","","","","","vz;zpf;ifN","","FLk;gq;fs;","egHfs;","","",""
"","","","ict","","","DS Division","","","","","commenced","","Families","","","People","","People","","","","","","KOik","","","Partially","","","சேதங்கள்; Small,","","fl;likg;Gf;fs;","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","o. of Safety","","Families","Persons","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","Fully","","","","","","Medium,","","Damages to","","","Locations","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprises","","critical","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Damages","","Infrastructure","","","","","","","","",""
"බස්නොහිර පලොත","","1","කළුතර","","","","","Flash Flood /","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","fSj;Jiw 
Kalutara","","Beruwala","","","Cutting","","","2025.10.15","","35","","127","","","","","","","","","","","6","","","","","","","","","","","","","","",""
"","","","","","","","","Faliure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","35","","127","","0","0","","0","","","","0","","6","","","","0","","0","","","0","","0","0","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western","","","කකොළඹ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Cutting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","2","nfhOk;G","","Dehiwala","","","","","","2025.10.15","","6","","26","","","","","","","","","","","6","","","","","","","","","","","","","","",""
"","","","Colombo","","","","","Faliure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","6","","26","","0","0","","0","","","","0","","6","","","","0","","0","","","0","","0","0","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","","","41","","153","","0","0","","0","","","","0","","12","","","","0","","0","","","0","","0","0","","",""
"දකුණු පලොත   
njd; khfhzk; 
Southern","","3","ගොල්ල","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","fhyp","","Balapitiya","","","Flash Flood","","","2025.10.15","","65","","199","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Galle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","65","","199","","0","0","","0","","","","0","","0","","","","0","","0","","","0","","0","0","","",""
"","","4","හම්බනකතොට","","Weeraketiya","","","","High Wind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","2025.10.06","","1","","5","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"","","","","","","","","Elephant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","`k;ghe;Njhl;","","Thissamaharama","","","","","","2025.10.09","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","il 
Hambantota","","","","","","High Wind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","2025.10.04","","3","","8","","","","","","","","","","","3","","","","","","","","","","","","","","",""
"","","","","","Walasmulla","","","High Wind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","2025.10.08","","1","","3","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","6","","17","","1","0","","0","","","","0","","5","","","","0","","0","","","0","","0","0","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","","","71","","216","","1","0","","0","","","","0","","5","","","","0","","0","","","0","","0","0","","",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","","","","","","","","","112","","369","","1","0","","0","","","","0","","17","","","","0","","0","","","0","","0","0","","",""
