"fpof;F       Eastern","","","","","","","","","","","","",""
"","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","2","7","0","0","0","0","2","0","0","0","0",""
"","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","2","7","0","0","0","0","2","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","13627","55780","1","3","0","4","702","3","0","15","352","1473"
"","","","","ආපදො  ළමනො රණ මධ්‍යසරථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","",".........…………………….","","","","","","","","",""
"","","","","CI / R.D.Dalugoda","","","","","","","","",""
"","","","","Deputy Director / Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
