"","","","","","","","නිවාස්ත්‍ හානි","","","",""
"","","","බලපෑමට ලක්වු","","","","","","","",""
"පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","ghjpf;fg;gl;l","","","","","","","",""
"Administrative purview","","","","","","","tPLfs; Houses","","Other Damages","miktplk; Safe Location",""
"","","","Affected","","තුවාලවු","අතුරුදහ","","","","",""
"","","","","","","","Damaged","","","",""
"","","ආරම්භක දිනය","","","පුද්ගලයින්","න්වූ","","","","",""
"","","mdu;j;jk;","","මිය යෑම්","","පුද්ගලයින්","","","කුඩා හා මධය","",""
"පළාත","ආපදාව","","","","","","","","","",""
"","","","","kuzq;f","fhakil","fhzhky;","","පරිමාණ වයාපාරික","","","ලවනත් කරුණු"
"khfhzk; 
#","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත",""
"","","","","s;","e;NjhH","NghNdhH","","","","","NtW Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","ස්ත්‍","රථාන சிறிய, 
පහසුකම් වලට වූ","රථාන",""
"","Disaster","Date of","","Deaths","","","","","","ස්ත්‍
පවුේ",""
"","","","පවුේ","","","","පූර්ණ 
අර්ධ හානි","","நடுத்தர,","",""
"ප්‍රා.ලේ. ලකා","","","","පුද්ගලයින්","","","","","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"දිස්ත්‍රික්කය","","commenced","ස්ත්‍ංඛ්‍යාව","","Injured","Missing","හානි 
gFjpas","","நிறுவனங் க","",""
"gpuNjr nra.gp","","","","egHfs;","","","","","fl;likg;Gf;fs;","vz;zpf;i
egHfs; 
FLk;gq;f",""
"","","","FLk;gq;fs;","","People","People","T 
KOik","","ளின்","",""
"மாவட்டம்  District","","","","People","","","","","Damages to","s; 
Persons
f   No.",""
"DS Division","","","Families","","","","Partially
Fully","","சேதங் கள்","",""
"","","","","","","","","","critical","Families
of Safety",""
"","","","","","","","","Small, Medium,","","",""
"","","","","","","","","","Infrastructure","Locations",""
"","","","","","","","","","Enterprises","",""
"","","","","","","","","","Damages","",""
"හම්බන්තොට","","","","","","","","","","",""
