"","","","","","","","","නිවාස්ත්‍ හානි","","",""
"","","","","","බලපෑමට ලක්වු","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","Nrjkile;j","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","","","ghjpf;fg;gl;l","","","","","",""
"","","Administrative purview","","","","","අතුරුදහ","tPLfs; Houses","Other Damages","miktplk; Safe Location",""
"","","","","","Affected","තුවාලවු","","","","",""
"","","","","","","","න්වූ","Damaged","","",""
"","","","","ආරම්භක දිනය","","පුද්ගලයින්","","","","",""
"","","","","","","","පුද්ගලයින්","","","",""
"","","","ආපදාව","mdu;j;jk;","මිය යෑම්","","","","","",""
"පළාත khfhzk;","","","","","kuzq;f","fhaki","","","කුඩා හා මධය","","ලවනත් කරුණු                 NtW"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","fhzhk","","","",""
"Province","","","","","s;","le;NjhH","","","ඉතා වැදගත් යටිතල 
පරිමාණ වයාපාරික","ආරක්ිත","Fwpg;Gf;fs; Remarks"
"","","","Disaster","Date of","","","y;NghNd","","","",""
"","","","","","Deaths","","","","පහසුකම් වලට වූ 
ස්ත්‍
රථාන சிறிய,","ස්ත්‍
රථාන  
පවුේ",""
"","","ප්‍රා.ලේ. ලකා","","","","","hH","පූර්ණ 
අර්ධ හානි","","",""
"","","","","පවුේ ස්ත්‍ංඛ්‍යාව 
commenced","පුද්ගලයින්","Injured","","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","","දිස්ත්‍රික්කය","","","","","Missing","හානි 
gFjpas","","",""
"","","gpuNjr nra.gp     DS","","FLk;gq;fs;","egHfs;","People","","","நிறுவனங்களின் 
fl;likg;Gf;fs;","vz;zpf;i
egHfs; 
FLk;gq;f",""
"","","மாவட்டம் District","","","","","People","T 
KOik","","",""
"","","","","Families","People","","","","சேதங்கள்; Small, 
Damages to","s; 
Persons
f   No.",""
"","","Division","","","","","","Partially
Fully","","",""
"","","","","","","","","","Medium, 
critical","Families
of Safety",""
"","","","","","","","","","Enterprises 
Infrastructure","Locations",""
"","","","","","","","","","Damages","",""
"","","Balangoda","","2022.06.05","1
4","","","1","","",""
"","","රත්නපුර","","","","","","","","",""
