"","","","","","","","","","","","අර්ධ","","","","","යටිතල පහසුකම්","","ස්ත්‍
රථාන","","",""
"","","","","","","","","","ky;Ngh","","","","","","","","","","පවුේ","",""
"Province","","","Disaster","Date of","","","Deaths","","","පූර්ණ","","","ස්ත්‍","රථාන சிறிய,","","","","","","","Remarks"
"","","","","","","","","","NdhH","","හානි","","","","","වලට වූ හානි","","ස්ත්‍ංඛ්‍යාව","","",""
"","","ප්‍රා.ලේ. ලකා","","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","","","","","","","நடுத்தர,","","","","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","දිස්ත්‍රික්කය","","","commenced","","","","Injured","","හානි","gFjpa","","","","","mbg;gilf;","","vz;zpf;i","","",""
"","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","","Missin","","","","","நிறுவனங்களின்","","","","","FLk;gq;","egHfs;",""
"","மாவட்டம் District","","","","","","","","","KOik","sT","","","","","fl;likg;Gf;fs;","","f   No.","","",""
"","","DS Division","","","Families","People","","","g","","","","","சேதங்கள்; Small,","","","","","fs;","Persons",""
"","","","","","","","","People","","Fully","Partiall","","","","","Damages to","","of Safety","","",""
"","","","","","","","","","People","","","","","Medium,","","","","","Families","",""
"","","","","","","","","","","","y","","","","","critical","","Location","","",""
"","","","","","","","","","","","","","","Enterprises","","","","","","",""
"","","","","","","","","","","","","","","","","Infrastructure","","s","","",""
"","","","","","","","","","","","","","","Damages","","","","","","",""
"","","Rabukkana","","","710","2425","","","","","","","","","","","","","","",""
"","","Ruwanwella","","","80","410","","","","","","","","","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","","","","",""
"","1
Nffhiy","Bulathkohupitiya","Drought","2019.04.03","196","600","","","","","","","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","","","","","","","",""
"","","Galigamuwa","","","269","978","","","","","","","","","","","","","","",""
"සබරගමුව පලාත","","Daraniyagala","","","268","1110","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1523","5523","0","0","0","0","","0","","","0","","0","0","0","0",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","","","","","","",""
"","","Balangoda","Landslide Risk","2019.03.18","13","58","","","","","","13","","","","","","1","2","13",""
"","2
,uj;jpdGhp","","","","","","","","","","","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","","","","","",""
"","","Rathnapura","Drought","2019.04.08","60","250","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","73","308","0","0","0","0","","13","","","0","","0","1","2","13",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","1596","5831","0","0","0","0","","13","","","0","","0","1","2","13",""
"","","Dankotuwa","","","13","52","","","","","","","","","","","","","","",""
"","","Arachchikattuwa","","","1598","5719","","","","","","","","","","","","","","",""
"","","Mundalama","","","2041","7404","","","","","","","","","","","","","","",""
"","","Pallama","","","1823","6173","","","","","","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","","","","",""
"","3
Gj;jsk","Mahawewa","Drought","2019.01.24","2164","8238","","","","","","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","","","","","","","","",""
"","","Naththandiya","","","350","975","","","","","","","","","","","","","","",""
"","","Nawagathhena","","","148","392","","","","","","","","","","","","","","",""
"","","Wanathavillwa","","","65","263","","","","","","","","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","","","","","","",""
"tlNky;","","Karuwalagaswewa","","","1137","3348","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","9339","32564","0","0","0","0","","0","","","0","","0","0","0","0",""
"North Western","","","","","","","","","","","","","","","","","","","","",""
"","","Narammala","","","206","1050","","","","","","","","","","","","","","",""
"","","Bamunakotuwa","","","25","75","","","","","","","","","","","","","","",""
"","","Alawwa","","","223","873","","","","","","","","","","","","","","",""
"","කුරුනෑගල","","","","","","","","","","","","","","","","","","","",""
"","","Kuliyapitiya west","","","36","133","","","","","","","","","","","","","","",""
"","4
FUdhfy;","","Drought","2019.04.03","","","","","","","","","","","","","","","","",""
"","","Weerambugedara","","","65","230","","","","","","","","","","","","","","",""
"","Kurunegala","","","","","","","","","","","","","","","","","","","",""
"","","Panduwasnuwara west","","","143","524","","","","","","","","","","","","","","",""
"","","Udubaddawa","","","83","208","","","","","","","","","","","","","","",""
"","","Polpithigama","","","1158","3775","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1939","6868","0","0","0","0","","0","","","0","","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","11278","39432","0","0","0","0","","0","","","0","","0","0","0","0",""
