"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","6","25","0","0","0","0","6","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","6","25","0","0","0","0","6","0","0","0","0","0"
"","95","358","2","2","0","39","52","0","0","3","47","168"
"","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","","","",""
"","","","ප්‍රදීප් කකාඩිප්ිලි මයා  , jpU.gpujPg; nfhbg;gpyP> Mr. Pradeep Kodippili         
                                  ආපදා කළමනාකරණ මධයස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","……………………………………………………….","","","","","","","","",""
"","","","A.M.R.K.Rathnayaka","","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
