"Nky;","","","","","","","","","","","","","","","1","","Community Hall - Muwadoara"
"","","Colombo","","","","","","","","","","","","","","",""
"khfhzk;","","","","Fire","2022.04.01","11","45","","","","11","","","","","11","45"
"බස්ත්‍රනාහිර පලාත","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","40","153","0","0","0","38","2","0","0","2","40","147"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","40","153","0","0","0","38","2","0","0","2","40","147"
"","","කෑගල්ල","","","","","","","","","","","","","","",""
"","2","Nffhiy","Bulathkohupitiya","Tree Fallen","2022.04.02","2","4","2","2","","","","","","","",""
"","","Kegalle","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2","4","2","2","0","0","0","0","0","0","0","0"
"","","","Kahawaththa","","2022.04.01","1","4","","","","","1","","","","",""
"","","","","High Wind","","","","","","","","","","","","",""
"","","","","","","1","6","","","","","1","","","","",""
"","","","Nivithigala","","2022.04.01","","","","","","","","","","","",""
"","","","","Fire","","1","5","","","","","1","","","","",""
"","","","","High Wind","2022.04.01","2","4","","","","","2","","","","",""
"","","","Elapatha","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව","","","","Lightning","2022.04.04","1","2","","","","","1","","","","",""
"පලාත","","","","Fire","","1","3","","","","","1","","","","",""
"","","","Kuruwita","","2022.04.02","","","","","","","","","","","",""
"rg;ufKt","","රත්නපුර","","Rock Fallen","","2","9","","","","","2","","","","",""
"Sabaragamuw","3",",uj;jpdGhp","","","2022.04.03","1","4","","","","","1","","","","",""
"","","","Pelmadulla","High Wind","","","","","","","","","","","","",""
"a","","Rathnapura","","","2022.04.05","1","4","","","","","1","","","","",""
"","","","","Lightning","","5","23","","","","","5","","","","",""
"","","","Kiriella","","2022.04.01","","","","","","","","","","","",""
"","","","","Tree Fallen","","1","5","","","","","1","","","","",""
"","","","Ebilipitiya","High Wind","2022.04.04","1","4","","","","","1","","","","",""
"","","","","High Wind","2022.04.04","2","8","","","","","1","","","","",""
"","","","Kolonna","","","","","","","","","","","","","",""
"","","","","Rock Fallen","2022.04.05","1","3","","","","","1","","","","",""
"","","","Godakawela","Fire","2022.04.05","1","5","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","22","89","0","0","0","0","21","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","24","93","2","2","0","0","21","0","0","0","0","0"
"නැකගනහිර","","මඩකලපුව","","","","","","","","","","","","","","",""
"පලාත fpof;F","4","kl;lf;fsg;G","Munmunai West","High Wind","2022.04.03","13","46","","","","","13","","","","",""
"Eastern","","Batticaloa","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","13","46","0","0","0","0","13","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","13","46","0","0","0","0","13","0","0","0","0","0"
"ඌව පලාත","","","Bandarawela","","2022.03.31","1","5","","","","","1","","","","",""
"","","","","Tree Fallen","","","","","","","","","","","","",""
"Cth","","බදුල්ල","","","","","","","","","","","","","","",""
"","","","","","2022.04.04","1","5","","","","","1","","","","",""
"khfhzk;","5","gJs;is","Passara","","","","","","","","","","","","","",""
"","","","","Land Slide Risk","","7","21","","","","","7","","","1","7","21"
"Uva","","Badulla","","","2022.04.05","","","","","","","","","","","",""
"","","","Megahakiula","High Wind","","1","3","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","10","34","0","0","0","0","10","0","0","1","7","21"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","10","34","0","0","0","0","10","0","0","1","7","21"
"උතුරු පලාත","","යාපනය","","","","","","","","","","","","","","",""
"tl khfhzk;","6","aho;g;ghzk;","Jaffna","Fire","2022.04.05","2","7","","","","1","","","","","",""
"Northen","","Jaffna","","","","","","","","","","","","","","",""
