"","gJs;is   
1","Haldummulla","Landslide","2023.03.19","71","242","","6","","3","37","","","","","1","71","242 Safety center at Mahakanda"
"ඌව","","","","","","","","","","","","","","","","","","Tea Factory"
"","Badulla","","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","","",""
"Uva","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","71","242","0","6","0","3","37","","0","","0","1","71","242"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","71","242","0","6","0","3","37","","0","","0","1","71","242"
"","","Nivithigala","","2023.03.30 / 04.01","20","85","","","","","20","","","","","","",""
"","","","High Wind","","","","","","","","","","","","","","",""
"","","","","2023.03.31","2","7","","","","","2","","","","","","",""
"","","Kiriella","","","","","","","","","","","","","","","",""
"","","","Lightning","2023.04.02","2","8","","","","","2","","","","","","",""
"","","Ayagama","High Wind","2023.04.01","1","4","","","","","1","","","","","","",""
"","රත්නපුර","Balangoda","","2023.04.01","1","6","","","","","1","","","","","","",""
"","","","Heavy Rain","","","","","","","","","","","","","","",""
"","2
,uj;jpdGhp","","","","","","","","","","","","","","","","",""
"","","Godakawela","","2023.04.02","1","3","","","","","1","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","","",""
"","","","Lightning","","3","13","","","","","3","","","","","","",""
"","","Weligepola","","2023.03.30","","","","","","","","","","","","","",""
"","","","High Wind","","3","9","","","","","3","","","","","","",""
"","","","Lightning","","2","8","","","","","2","","","","","","",""
"","","Kalawana","","","","","","","","","","","","","","","",""
"","","","","2023.04.02","1","4","","","","","1","","","","","","",""
"","","","High Wind","","","","","","","","","","","","","","",""
"","","Pelmadulla","","","2","6","","","","","2","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","38","153","0","0","0","0","38","","0","","0","0","0","0"
"","","","Electric Shock","2023.03.30","1","5","","1","","","1","","","","","","",""
"","","Aranayaka","","","","","","","","","","","","","","","",""
"","","","Tree Falling","2023.03.31/04.01","8","32","","","","","8","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","High Wind","2023.04.01/02","3","11","","","","1","2","","","","","","",""
"","","Deraniyagala","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","","","Lightning","2023.04.02","2","9","","","","","2","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","","","Tree Falling","","37","121","","","","","37","","3","","","","",""
"","","Galigamuwa","","","","","","","","","","","","","","","",""
"","","","Lightning","","1","2","","","","","1","","","","","","",""
"","","","","2023.04.01/02","","","","","","","","","","","","","",""
"","","","Tree Falling","","8","33","","","","","8","","1","","","","",""
"","","Kegalla","","","","","","","","","","","","","","","",""
"","","","Lightning","","5","19","","","","","5","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","",""
"","3","","Tree Falling","2023.03.31/04.01","3","13","","","","","3","","","","","","",""
"","Nffhiy  Kegalle","","","","","","","","","","","","","","","","",""
"","","Warakapola","Lightning","2023.04.01/02","2","10","","","","","2","","","","","","",""
"","","","Rock Falling","2023.04.02","1","5","","","","","1","","","","","","",""
"","","","Lightning","","2","8","","","","","2","","","","","","",""
"","","Mawanella","","2023.03.31","","","","","","","","","","","","","",""
"","","","","","5","28","","","","","5","","","","","","",""
"","","Yatiyanthota","High Wind","2023.03.31/04.01","11","40","","","","","10","","","","","","",""
"","","","","","4","19","","","","","4","","","","","","",""
"","","Bulathkohupitiya","","2023.04.01/02","","","","","","","","","","","","","",""
"","","","Lightning","","1","4","","","","","1","","","","","","",""
"","","Ruwanwella","Tree Falling","2023.04.02","1","5","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","95","364","0","1","0","1","93","","4","","0","0","0","0"
