"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","","බලපෑමට ලක්වු","","","","","","","","","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு Administrative","","","","","","","","","Nrjkil e ;j","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg ;ghd","",""
"","","","","ghjp f;fg;gl ;l","","","","","","","","","","","","",""
"","purview","","","","","","","","","tPLfs ; Houses","","Other Damages","","","miktp l k; Safe Location","",""
"","","","","Affected","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","","","","","","Damaged","","","","","","",""
"","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","ආපදාව","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","","",""
"පළාත khfhzk;","","","","","","kuzq;f","fhaki","fhzhk","","","","කුඩා හා මධය","","","","","ලවනත් කරුණු                 NtW"
"#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","ඉතා වැදගත් යටිතල","","","",""
"","","","","","","s ;","l e ;NjhH","y;NghNd","","","","පරිමාණ වයාපාරික","","","ආරක්ිත","","Fwpg;Gf;fs ; Remarks"
"Province","","","","","","","","","","","","","පහසුකම් වලට වූ","","","",""
"","","Disaster","Date of","","","Deaths","","hH","","","ස්ත්‍","රථාන சிறிய,","","ස්ත්‍","රථාන","පවුේ",""
"","","","","","","","","","පූර්ණ","","","","","","","",""
"","ප්‍රා.ලේ. ලකා","","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Injured","Missing","","","අර්ධ හානි","நடுத்தர,","හානි","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"දිස්ත්‍රික්කය","","","commenced","","","","","","හානි","","gFjp as","","mbg ;gil f;","","","ස්ත්‍ංඛ්‍යාව",""
"","gpuNjr nra.gp     DS","","","FLk;gq;fs ;","egH fs ;","","People","People","","","","நிறுவனங்களின்","","vz;zp f;i","","egH fs ; 
FLk;gq;f",""
"","","","","","","","","","KO ik","","T","","fl ;l ikg ;G f;fs ;","","","",""
"மாவட்டம் District","","","","Families","People","","","","","","","சேதங்கள்; Small,","","","f   No.","s ; 
Persons",""
"","Division","","","","","","","","Fully","","Partially","","Damages to","","","",""
"","","","","","","","","","","","","Medium,","","of Safety","","Families",""
"","","","","","","","","","","","","","critical","","","",""
"","","","","","","","","","","","","Enterprises","","Locations","","",""
"","","","","","","","","","","","","","Infrastructure","","","",""
"","","","","","","","","","","","","Damages","","","","",""
"","Pelmadulla","Highwind & Cutting","2022.10.30","7","24","","","","","","7","","","","","",""
"","","failure","","","","","","","","","","","","","","",""
"","","","2022.10.30","2","9","","","","","","2","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","",""
"","","Cutting Faliure","2022.10.31","4","19","","","","","","4","","","","","",""
"","","","2022.10.30","3","5","","","","","","3","","","","","",""
"","Kuruwita","","","","","","","","","","","","","","","",""
"","","Highwind & Cutting","2022.11.01","1","5","","","","","","1","","","","","",""
"","","failure","","","","","","","","","","","","","","",""
"","Kalawana","","2022.10.30","1","2","","","","","","1","","","","","",""
"","","","2022.10.30","2","6","","","","","","","","","","","",""
"","Godakawela","High Wind","","2","5","","","","","","1","","","","","",""
"","","","2022.11.01","","","","","","","","","","","","","",""
"","","Fire","","1","2","","","","","","1","","","","","",""
"රත්නපුර ,uj;jpdGhp","","Lightning","","4","15","","","","","","4","","","","","",""
"1","Nivithagala","","2022.10.30","","","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","","","","","","",""
"","","Rock Fallen","","1","2","","","","","","1","","","","","",""
"","Weligepola","Cutting Faliure","2022.10.30","1","5","","","","","","","","","","","",""
"","","Heavy Rain","2022.10.30-31","2","7","","","","","","2","","","","","",""
"","Elapatha","","","","","","","","","","","","","","","",""
"","","Rock Fallen","2022.10.31","1","3","","","","","","1","","","","","",""
"","Kiriella","Lightning","2022.11.01","1","5","","","","","","1","","","","","",""
"ස්ත්‍බරගමුව පලාත","","Heavy Rain/High wind","2022.11.01","2","5","","","","","","2","","","","","",""
"","Opanayaka","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"","","Fire","2022.11.01","1","1","","","","","","1","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","",""
"","alangoda","Heavy Rain/High wind","2022.11.01","1","3","","","","","","1","","","","","",""
"","Imbulpe","Heavy Rain","2022.10.31","1","5","","","","","","1","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","38","128","0","0","0","","0","34","0","","0","0","0","0"
"","","Landslide","2022.10.30","2","8","","","","","","2","","","","","",""
"","Yatiyantota","Cutting Faliure","2022.10.30","7","30","","","","","","7","","","","","",""
"","","High Wind","2022.10.31","1","3","","","","","","1","","","","","",""
"","Warakapola","High Wind","2022.10.30","1","5","","","","","","1","","","","","",""
"","","Tree Fallen","2022.10.29","1","4","","","","","","1","","","","","",""
"කෑගල්ල","Ruwanwella","","","","","","","","","","","","","","","",""
"2
Nffhiy","","Lightning","2022.10.29","2","9","","","","","","1","","","","","",""
"Kegalle","","","","","","","","","","","","","","","","",""
"","","Tree Fallen","2022.10.30","1","4","","","","","","1","","","","","",""
"","Deraniyagala","","","","","","","","","","","","","","","",""
"","","Cutting Faliure","2022.10.30","1","4","","","","","","1","","","","","",""
"","","Cutting Faliure","2022.10.30","1","4","","","","","","1","","","","","",""
"","Bulathkohupitiya","","","","","","","","","","","","","","","",""
"","","High Wind","2022.10.30","1","4","","","","","","1","","","","","",""
"","Dehiowita","Cutting Faliure","2022.10.31","1","5","","","","","","1","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","19","80","0","0","0","","0","18","0","","0","0","0","0"
