"","1",",uj;jpdGhp","","","","","","","","","","","","","","","","","","",""
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","","","","","","",""
"","","Rathnapura","Rathnapura","Flood","2024.06.22","","","","","","","","","","","","","1","1","4",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","0","0","0","0","0","","0","0","","0","0","","2","4","21",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","0","0","0","0","0","","0","0","","0","0","","2","4","21",""
"","","කිලින ොච්චිය","","","","","","","","","","","","","","","","","","","Drinking water is being"
"","2","fpspnehr;rp","Karachchi","Drought","2024.06.24","239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","","","","","","areas"
"","","Killinochchi","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","239","732","0","0","0","","0","0","","0","0","","0","0","0",""
"උතුරු පලොත","","","","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","","යොප ය","","","","","","","","","","","","","","","","","","",""
"Northen","3","aho;g;ghzk  ;","Chankanai","Drought","2024.06.25","8118","25506","","","","","","","","","","","","","",""
"","","Jaffna","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","8118","25506","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","8357","26238","0","0","0","","0","0","","0","0","","0","0","0",""
"","","අම්පොර","","","","","","","","","","","","","","","","","","","02 Persons have gone"
"","4","mk;ghiw","Addalachchenai","Boat Missing","2024.07.13","","","","","2","","","","","","","","","","","to sea for fishing"
"ැනග හිර පලොත","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","activities"
"","","Ampara","","","","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","","","",""
"Eastern","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","0","0","0","0","2","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","0","0","0","0","2","","0","0","","0","0","","0","0","0",""
"","","","","","","","","","","","","","","","","","","","","","Drinking water is being"
"","","බදුල්ල","","","","","","","","","","","","","","","","","","",""
"","5","","Badulla","Drought","2024.07.29","164","656","","","","","","","","","","","","","","distributed for drought"
"ඌෙ   Cth","","gJs;is  Badulla","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","areas"
"khfhzk;","","","","","","","","","","","","","","","","","","","","",""
"Uva","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","164","656","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","164","656","0","0","0","","0","0","","0","0","","0","0","0",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","8521","26894","0","0","2","","0","0","","0","0","","2","4","21",""
